title,year,n_chars,n_words,n_sentences,avg_word_length,avg_sentence_length_words,avg_sentence_length_chars,vocab_size,type_token_ratio,hapax_legomena,hapax_ratio
2021-04-28,2021,40200.0,6523.0,230.0,5.252797792426797,28.360869565217392,174.7826086956522,1300.0,0.1992948030047524,632.0,0.09688793499923348
2021-06-16,2021,43054.0,7018.0,239.0,5.224137931034483,29.364016736401673,180.14225941422595,1337.0,0.19051011684240524,610.0,0.08691935024223425
2021-07-28,2021,47253.0,7676.0,246.0,5.241922876498176,31.203252032520325,192.08536585365854,1433.0,0.18668577384054194,666.0,0.08676393955184993
2021-09-22,2021,46756.0,7699.0,250.0,5.159761007923107,30.796,187.024,1462.0,0.1898947915313677,717.0,0.09312897778932329
2021-11-03,2021,43284.0,7056.0,227.0,5.2229308390022675,31.083700440528634,190.6784140969163,1375.0,0.19486961451247165,652.0,0.09240362811791383
2021-12-15,2021,41173.0,6738.0,225.0,5.198278420896409,29.946666666666665,182.9911111111111,1292.0,0.19174829326209558,609.0,0.09038290293855744
2022-01-26,2022,39662.0,6503.0,217.0,5.1874519452560355,29.967741935483872,182.7741935483871,1313.0,0.20190681224050439,639.0,0.09826234045825004
2022-03-16,2022,35787.0,5811.0,193.0,5.2484942350714165,30.10880829015544,185.42487046632124,1222.0,0.21029082774049218,609.0,0.10480123902942695
2022-05-04,2022,39006.0,6370.0,216.0,5.2122448979591836,29.49074074074074,180.58333333333334,1320.0,0.20722135007849293,649.0,0.10188383045525903
2022-06-15,2022,39681.0,6515.0,219.0,5.176822716807368,29.748858447488583,181.1917808219178,1264.0,0.19401381427475056,586.0,0.08994627782041442
2022-07-27,2022,44517.0,7264.0,239.0,5.214482378854625,30.393305439330543,186.26359832635984,1418.0,0.1952092511013216,700.0,0.09636563876651982
2022-09-21,2022,39212.0,6391.0,210.0,5.22250039117509,30.433333333333334,186.72380952380954,1272.0,0.19902988577687372,604.0,0.0945079017368174
